
  Group   Upper      Critical   Inf.Med.   Critical   Inf.Med.  
   No    Energy(eV)   Flux       Flux      Adj.Flux   Adj.Flux  

          20        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    5.84287E-10    1.38716E-05    3.10066E-03    3.91790E-01    2.91891E-01    1.23816E-01    2.14955E-02    1.92488E-04
          21        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    2.95943E-12    3.91377E-03    5.54960E-01    3.00691E-01    4.31395E-02    3.58045E-04
          22        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    9.87060E-03    8.97920E-01    2.38498E-01    1.61971E-03
          23        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.86397E-05    1.82748E-01    1.57546E+00    1.16367E-02
          24        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.29760E-05    2.13116E-01    2.50520E+00    1.75271E+00


    P1 Scattering Matrix
-----------------------------------------------------------------------------------------------
    To:                1              2              3              4              5              6              7              8              9             10             11             12             13             14             15
             16             17             18             19             20             21             22             23             24
    From:  1        1.82042E-01    4.81499E-02    5.32802E-03    2.95643E-03    1.11582E-03    1.18922E-04    4.50746E-06    1.16768E-06    2.43673E-07    7.31346E-08    4.31141E-08    6.18758E-08    4.70932E-08    4.63009E-08    2.72509E-08
 1.30172E-08    1.16263E-08    2.82669E-09    1.87318E-09    2.12404E-09    5.61769E-14    0.00000E+00    0.00000E+00    0.00000E+00
           2        0.00000E+00    2.10155E-01    3.63788E-02    2.41411E-02    7.66140E-03    7.22950E-04    1.77519E-05    4.02838E-06    8.01193E-07    2.33240E-07    1.36013E-07    1.93477E-07    1.46082E-07    1.42842E-07    8.37957E-08
 4.00015E-08    3.64485E-08    9.81054E-09    7.50221E-09    2.79043E-08    2.49551E-08    7.64835E-10    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    2.00553E-01    1.12339E-01    3.93631E-02    3.60861E-03    7.59245E-05    1.36652E-05    2.24429E-06    6.11896E-07    3.49097E-07    4.87986E-07    3.62800E-07    3.51105E-07    2.04712E-07
 9.74801E-08    8.87144E-08    2.38637E-08    1.82451E-08    6.85489E-08    8.83529E-08    3.65865E-08    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    3.33222E-01    1.54307E-01    1.59970E-02    3.14381E-04    4.81240E-05    6.09380E-06    1.48892E-06    8.15834E-07    1.10256E-06    7.94604E-07    7.52648E-07    4.33181E-07
 2.05177E-07    1.86243E-07    5.00320E-08    3.82348E-08    1.43536E-07    1.84783E-07    1.52166E-07    3.60568E-09    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.41256E-01    2.12107E-01    4.10890E-03    5.42822E-04    4.79525E-05    9.13022E-06    4.44072E-06    5.34226E-06    3.39801E-06    2.91506E-06    1.57049E-06
 7.22798E-07    6.46763E-07    1.72452E-07    1.31461E-07    4.91234E-07    6.28111E-07    5.79534E-07    2.38199E-07    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    7.59371E-01    2.06751E-01    2.66294E-02    1.95980E-03    3.03083E-04    1.27873E-04    1.28029E-04    6.15538E-05    3.76824E-05    1.44019E-05
 5.38997E-06    4.25824E-06    1.05604E-06    7.84681E-07    2.79114E-06    3.30187E-06    2.86385E-06    2.05387E-06    1.02811E-07
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    6.61788E-01    3.93712E-01    2.92748E-02    4.41584E-03    1.82477E-03    1.76863E-03    7.96300E-04    4.33115E-04    1.35811E-04
 4.20356E-05    2.82794E-05    6.22860E-06    4.41191E-06    1.41553E-05    1.36863E-05    9.60824E-06    6.28960E-06    9.99870E-07
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    7.17091E-01    2.95063E-01    4.56756E-02    1.87974E-02    1.80994E-02    8.03441E-03    4.24676E-03    1.25581E-03
 3.61345E-04    2.24549E-04    4.59907E-05    3.15012E-05    9.30460E-05    7.22733E-05    3.47342E-05    1.55421E-05    2.84831E-06
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.51513E-01    2.59222E-01    1.13061E-01    1.08727E-01    4.81352E-02    2.53039E-02    7.39451E-03
 2.09395E-03    1.27662E-03    2.56491E-04    1.74021E-04    5.01189E-04    3.58588E-04    1.37752E-04    3.89359E-05    5.97582E-06
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.44005E-01    2.65585E-01    2.90134E-01    1.28373E-01    6.74005E-02    1.96454E-02
 5.54325E-03    3.36487E-03    6.73010E-04    4.55586E-04    1.30407E-03    9.13282E-04    3.26690E-04    7.25066E-05    8.82485E-06
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.09219E-01    4.60328E-01    2.23800E-01    1.17456E-01    3.42043E-02
 9.63991E-03    5.84295E-03    1.16688E-03    7.89284E-04    2.25449E-03    1.56710E-03    5.45844E-04    1.08158E-04    1.10229E-05
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.23451E-01    4.01991E-01    2.23729E-01    6.51015E-02
 1.83288E-02    1.10956E-02    2.21295E-03    1.49587E-03    4.26497E-03    2.94531E-03    1.00163E-03    1.76482E-04    1.38810E-05
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.00542E-01    4.84429E-01    1.48834E-01
 4.18678E-02    2.53203E-02    5.04492E-03    3.40840E-03    9.70406E-03    6.66708E-03    2.22376E-03    3.51402E-04    1.91530E-05
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.15388E-01    3.88870E-01
 1.13603E-01    6.86585E-02    1.36703E-02    9.23273E-03    2.62627E-02    1.79841E-02    5.92229E-03    8.63767E-04    3.02027E-05
          15        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.30981E-01
 2.95954E-01    1.92829E-01    3.82797E-02    2.58126E-02    7.30947E-02    4.91988E-02    1.54161E-02    2.05802E-03    4.67212E-05
          16        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    7.64092E-04
 3.79493E-01    3.33226E-01    7.15183E-02    4.76376E-02    1.30040E-01    7.46476E-02    1.18002E-02    1.25630E-05   -6.84751E-07
          17        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 1.08057E-03    4.26044E-01    1.21809E-01    7.66928E-02    2.38825E-01    1.39885E-01    2.20356E-02   -9.80689E-06   -1.45651E-06
          18        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    9.95499E-03    2.88762E-01    1.53554E-01    3.22019E-01    2.17820E-01    3.36817E-02   -6.41829E-05   -2.37769E-06
          19        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    3.02137E-06    1.56714E-02    2.73261E-01    4.23823E-01    2.61981E-01    4.11644E-02   -5.75119E-05   -2.77801E-06
          20        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00   -8.99909E-10    1.59053E-05    3.99532E-03    5.23269E-01    3.95047E-01    6.35926E-02    1.30658E-04   -3.44548E-06
          21        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00   -6.05923E-12    5.20800E-03    7.61278E-01    2.11762E-01   -6.65371E-03   -2.80987E-05
          22        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.27457E-02    9.55994E-01    7.39583E-03   -1.83298E-04
          23        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -4.75898E-06    2.91483E-02    8.49855E-01   -3.29946E-03
          24        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -4.60926E-06   -2.32776E-02   -7.50030E-01    8.83512E-01


    P2 Scattering Matrix
-----------------------------------------------------------------------------------------------
    To:                1              2              3              4              5              6              7              8              9             10             11             12             13             14             15
             16             17             18             19             20             21             22             23             24
    From:  1        2.32634E-01    3.33415E-02   -4.35457E-03   -5.16400E-03   -3.48361E-03   -8.71858E-04   -5.48690E-05   -1.41863E-05   -2.08520E-06   -4.46075E-07   -2.16338E-07   -2.44966E-07   -1.30413E-07   -7.48873E-08   -1.44524E-08
 2.97488E-09    9.51226E-09    3.43088E-09    2.54323E-09    3.20785E-09    8.93383E-15    7.23591E-19    2.18782E-19    9.26612E-21
           2        0.00000E+00    2.47428E-01    3.51998E-02   -6.81510E-03   -1.51782E-02   -4.43484E-03   -2.84746E-04   -7.38639E-05   -1.09651E-05   -2.38398E-06   -1.17338E-06   -1.36354E-06   -7.71290E-07   -5.18951E-07   -1.84546E-07
-5.24907E-08   -2.45895E-08   -2.32563E-09   -4.13818E-10    9.87674E-09    2.53514E-08    1.19494E-09    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    2.56782E-01    8.91654E-02   -3.15133E-02   -1.50560E-02   -1.01817E-03   -2.65311E-04   -3.95434E-05   -8.64012E-06   -4.27110E-06   -5.00004E-06   -2.87477E-06   -2.00748E-06   -7.83216E-07
-2.63201E-07   -1.72171E-07   -3.44910E-08   -2.27626E-08   -5.53210E-08    1.38691E-08    4.35444E-08    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    2.97345E-01    6.67850E-02   -3.96934E-02   -3.06658E-03   -8.05827E-04   -1.20503E-04   -2.63915E-05   -1.30708E-05   -1.53493E-05   -8.88439E-06   -6.29553E-06   -2.53955E-06
-8.97700E-07   -6.32532E-07   -1.38802E-07   -9.68143E-08   -2.88302E-07   -1.74100E-07    8.04215E-08    5.50620E-09    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.34806E-01   -1.45114E-02   -1.92267E-02   -5.32486E-03   -8.06473E-04   -1.77195E-04   -8.79080E-05   -1.03478E-04   -6.01755E-05   -4.30537E-05   -1.77333E-05
-6.45596E-06   -4.73110E-06   -1.08329E-06   -7.73336E-07   -2.47375E-06   -2.14178E-06   -7.86111E-07    1.26382E-07    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    6.96008E-01   -1.00572E-03   -6.40904E-02   -1.18187E-02   -2.67001E-03   -1.33472E-03   -1.58029E-03   -9.24310E-04   -6.65109E-04   -2.76149E-04
-1.01481E-04   -7.52242E-05   -1.74254E-05   -1.25151E-05   -4.07412E-05   -3.77652E-05   -1.99046E-05   -4.45318E-06    9.38613E-08
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    7.25239E-01    6.40327E-02   -6.39994E-02   -1.65919E-02   -8.57077E-03   -1.03813E-02   -6.18824E-03   -4.50626E-03   -1.88483E-03
-6.95100E-04   -5.16438E-04   -1.19837E-04   -8.61340E-05   -2.80946E-04   -2.62108E-04   -1.41699E-04   -4.09762E-05   -2.44082E-07
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    7.59422E-01    9.49543E-02   -3.84206E-02   -2.69610E-02   -3.84632E-02   -2.57397E-02   -1.99898E-02   -8.66278E-03
-3.23908E-03   -2.42213E-03   -5.63983E-04   -4.05832E-04   -1.32652E-03   -1.24212E-03   -6.75365E-04   -2.02681E-04   -6.17799E-06
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    6.60537E-01    2.16694E-01    2.64572E-02   -3.82479E-02   -5.68336E-02   -5.64656E-02   -2.72632E-02
-1.05880E-02   -8.05232E-03   -1.89124E-03   -1.36468E-03   -4.48271E-03   -4.22823E-03   -2.31271E-03   -7.00438E-04   -2.68935E-05
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.25722E-01    3.40124E-01    1.54610E-01   -3.42014E-02   -8.08810E-02   -4.73584E-02
-1.94439E-02   -1.51332E-02   -3.59538E-03   -2.60379E-03   -8.60750E-03   -8.19389E-03   -4.51233E-03   -1.37260E-03   -5.56806E-05
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.59754E-01    5.34783E-01    5.28283E-02   -7.88621E-02   -6.13356E-02
-2.67657E-02   -2.13240E-02   -5.12332E-03   -3.72329E-03   -1.23831E-02   -1.18899E-02   -6.58836E-03   -2.01047E-03   -8.32677E-05
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.27981E-01    3.85347E-01   -3.16663E-03   -6.97763E-02
-3.57392E-02   -3.00215E-02   -7.38841E-03   -5.40877E-03   -1.82149E-02   -1.77960E-02   -9.98172E-03   -3.06340E-03   -1.29185E-04
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.04030E-01    4.14775E-01   -3.50204E-02
-4.34655E-02   -4.28760E-02   -1.12362E-02   -8.37546E-03   -2.90606E-02   -2.95356E-02   -1.70084E-02   -5.28061E-03   -2.26207E-04
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    6.41732E-01    2.94867E-01
-6.27399E-03   -4.50536E-02   -1.53632E-02   -1.21835E-02   -4.63733E-02   -5.24532E-02   -3.21821E-02   -1.02516E-02   -4.45347E-04
          15        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.41857E-01
 3.06412E-01    6.70749E-02   -3.95428E-03   -7.34567E-03   -4.98483E-02   -8.09240E-02   -5.60002E-02   -1.83183E-02   -8.04967E-04
          16        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    9.39849E-04
 4.53039E-01    3.30822E-01    2.97691E-02    1.09249E-02   -2.03589E-02   -7.28912E-02   -2.83803E-02   -1.43918E-03   -5.96983E-07
          17        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 1.26668E-03    4.99931E-01    1.31460E-01    6.95405E-02    9.13532E-02   -7.00287E-02   -4.09627E-02   -2.18773E-03   -8.95690E-07
          18        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    1.22651E-02    3.38467E-01    1.63144E-01    2.54583E-01   -4.21159E-02   -5.29800E-02   -2.96343E-03   -1.23536E-06
          19        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    3.99263E-06    1.94357E-02    3.23622E-01    3.89684E-01   -1.32328E-02   -5.77956E-02   -3.36657E-03   -1.38022E-06
          20        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    1.62823E-10    1.63310E-05    4.77915E-03    5.72570E-01    1.15022E-01   -6.87433E-02   -3.98596E-03   -1.63187E-06
          21        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    4.28276E-12    5.63478E-03    6.50120E-01   -9.85233E-02   -1.16878E-02   -4.02503E-06
          22        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    8.38756E-03    4.89144E-01   -7.36957E-02   -3.60096E-05
          23        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -1.50367E-05   -4.29836E-02    2.51741E-01   -1.66463E-03
          24        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -6.68520E-07   -4.95475E-03   -3.84953E-01    4.68190E-01


    P3 Scattering Matrix
-----------------------------------------------------------------------------------------------
    To:                1              2              3              4              5              6              7              8              9             10             11             12             13             14             15
             16             17             18             19             20             21             22             23             24
    From:  1        2.69899E-01   -4.30374E-03   -1.21497E-02   -7.78045E-03   -2.65661E-03   -2.79551E-04   -9.63244E-06   -3.18707E-06   -8.10627E-07   -2.45771E-07   -1.43832E-07   -2.02592E-07   -1.47307E-07   -1.29488E-07   -5.72246E-08
-1.52392E-08   -4.33181E-10    2.63756E-09    2.51490E-09    3.85249E-09    2.07572E-15    0.00000E+00    0.00000E+00    0.00000E+00
           2        0.00000E+00    2.17304E-01   -1.11283E-02   -4.28318E-02   -2.17648E-02   -2.37320E-03   -5.82550E-05   -1.33901E-05   -2.76342E-06   -8.04775E-07   -4.67761E-07   -6.60692E-07   -4.90805E-07   -4.62322E-07   -2.49549E-07
-1.05300E-07   -7.97415E-08   -1.71772E-08   -1.14042E-08   -2.42995E-08    1.20379E-08    1.51508E-09    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    1.60509E-01   -9.48558E-03   -8.87807E-02   -1.17629E-02   -2.62752E-04   -4.77554E-05   -7.82379E-06   -2.12907E-06   -1.21243E-06   -1.68926E-06   -1.24708E-06   -1.18819E-06   -6.69989E-07
-3.04541E-07   -2.60195E-07   -6.55071E-08   -4.82731E-08   -1.61120E-07   -1.09073E-07    3.29395E-08    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    1.99722E-01   -1.29854E-01   -4.78640E-02   -1.08600E-03   -1.67714E-04   -2.12656E-05   -5.19196E-06   -2.84245E-06   -3.83549E-06   -2.75488E-06   -2.58996E-06   -1.46713E-06
-6.80030E-07   -5.99915E-07   -1.56575E-07   -1.17806E-07   -4.21578E-07   -4.42181E-07   -7.48382E-08    6.73277E-09    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.81942E-01   -2.64557E-01   -1.36007E-02   -1.87365E-03   -1.67125E-04   -3.18582E-05   -1.54970E-05   -1.86401E-05   -1.18477E-05   -1.01442E-05   -5.44158E-06
-2.48967E-06   -2.21078E-06   -5.85015E-07   -4.44164E-07   -1.63978E-06   -2.00026E-06   -1.45564E-06   -1.00836E-07    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.33095E-01   -2.43359E-01   -7.82430E-02   -6.61395E-03   -1.04300E-03   -4.42248E-04   -4.44325E-04   -2.14255E-04   -1.31387E-04   -5.02476E-05
-1.88009E-05   -1.48432E-05   -3.67822E-06   -2.73189E-06   -9.70462E-06   -1.14211E-05   -9.67574E-06   -5.26719E-06    2.84500E-08
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.27574E-01   -4.09564E-01   -8.65415E-02   -1.43643E-02   -6.07592E-03   -5.98446E-03   -2.73203E-03   -1.49876E-03   -4.72364E-04
-1.46491E-04   -9.86329E-05   -2.17323E-05   -1.53951E-05   -4.93994E-05   -4.77502E-05   -3.34309E-05   -2.09986E-05   -1.45391E-06
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.06595E-01   -2.50806E-01   -1.04750E-01   -5.02664E-02   -5.32398E-02   -2.55161E-02   -1.41096E-02   -4.28400E-03
-1.24553E-03   -7.77643E-04   -1.59669E-04   -1.09450E-04   -3.23722E-04   -2.51939E-04   -1.21198E-04   -5.38175E-05   -7.22369E-06
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.84207E-01   -9.89672E-03   -1.27859E-01   -2.06627E-01   -1.23951E-01   -7.58332E-02   -2.40536E-02
-7.02644E-03   -4.34368E-03   -8.79155E-04   -5.97860E-04   -1.72876E-03   -1.24427E-03   -4.80097E-04   -1.35722E-04   -1.78367E-05
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.81162E-01    2.21340E-01   -1.86625E-01   -2.37423E-01   -1.75500E-01   -6.01476E-02
-1.79899E-02   -1.12025E-02   -2.27091E-03   -1.54375E-03   -4.45091E-03   -3.15086E-03   -1.13623E-03   -2.52936E-04   -2.77520E-05
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.28405E-01    2.67071E-01   -2.62975E-01   -2.62915E-01   -9.86472E-02
-3.02981E-02   -1.90552E-02   -3.87955E-03   -2.63998E-03   -7.61894E-03   -5.37762E-03   -1.89471E-03   -3.77278E-04   -3.57767E-05
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.61959E-01    7.36744E-02   -3.37707E-01   -1.64676E-01
-5.38648E-02   -3.46804E-02   -7.13883E-03   -4.87299E-03   -1.41273E-02   -9.99855E-03   -3.46299E-03   -6.15258E-04   -4.63040E-05
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.38734E-01   -4.76071E-03   -2.67896E-01
-1.05444E-01   -7.20744E-02   -1.52487E-02   -1.04919E-02   -3.08041E-02   -2.21268E-02   -7.62475E-03   -1.22313E-03   -6.52722E-05
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    6.09271E-01   -6.31243E-02
-1.78569E-01   -1.52263E-01   -3.50605E-02   -2.46911E-02   -7.52040E-02   -5.66115E-02   -1.99242E-02   -2.99475E-03   -1.04262E-04
