
  Group   Upper      Critical   Inf.Med.   Critical   Inf.Med.  
   No    Energy(eV)   Flux       Flux      Adj.Flux   Adj.Flux  

 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -1.11376E-03    6.33195E-03   -4.25129E-03    2.25902E-08
          23        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.87391E-10   -6.60181E-03    9.08787E-03   -7.39270E-05
          24        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.19260E-05   -1.67728E-02    3.23435E-02


    P3 Scattering Matrix
-----------------------------------------------------------------------------------------------
    To:                1              2              3              4              5              6              7              8              9             10             11             12             13             14             15
             16             17             18             19             20             21             22             23             24
    From:  1        4.89920E-01    8.18777E-03    9.90571E-06    2.46968E-04    2.66479E-04    1.51220E-05    1.21785E-07    2.30007E-08    7.79927E-10    7.88431E-11    2.68140E-11    2.11235E-11    7.09080E-12    2.71277E-12    5.35478E-13
 1.11844E-13    5.49922E-14    7.86627E-15    3.91212E-15    1.43358E-14    5.08488E-15    0.00000E+00    0.00000E+00    0.00000E+00
           2        0.00000E+00    3.01232E-01   -4.97206E-03    8.04679E-05    3.44257E-05    1.84757E-06    1.00560E-07    1.42136E-08    4.84040E-10    4.89602E-11    1.66521E-11    1.31190E-11    4.40642E-12    1.69658E-12    3.44336E-13
 7.36181E-14    3.62240E-14    6.13214E-15    3.54910E-15    9.70939E-15    3.67546E-15    0.00000E+00    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    1.13744E-01   -2.50824E-03    8.50217E-06    3.14304E-06   -1.67830E-07   -1.74945E-08    2.59793E-11    2.63169E-12    8.95142E-13    7.05222E-13    2.36870E-13    9.12005E-14    1.85100E-14
 3.95739E-15    1.94724E-15    2.10948E-16    4.33981E-17    5.18520E-16    1.75790E-16    0.00000E+00    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    4.36370E-02   -6.55437E-04    5.76013E-08   -1.35856E-09    6.32421E-10    5.36408E-13    5.42574E-14    1.84537E-14    1.45384E-14    4.88316E-15    1.88013E-15    3.81246E-16
 8.15830E-17    3.88213E-17    2.97439E-18    6.11918E-19    7.18117E-18    2.47866E-18    0.00000E+00    0.00000E+00    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.77492E-03   -1.65578E-04    1.58800E-08   -2.58308E-10    1.53771E-12    1.75608E-12    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.15550E-04   -1.51295E-04   -7.85022E-08    7.63142E-10   -1.17120E-09    5.04458E-10   -2.88905E-11    1.17559E-12    5.39397E-14    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -4.38170E-03    1.34631E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -3.80487E-04   -1.68929E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -2.26590E-03   -4.70087E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    6.75640E-04    6.32842E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -2.09828E-03    2.42084E-03    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.53492E-03    1.77686E-03    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.33977E-04    9.48824E-05    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -5.66570E-04    8.35700E-04
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          15        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -6.42858E-04
 1.17514E-03   -3.56028E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          16        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -6.16888E-05
 2.35905E-04   -8.20998E-05   -4.33030E-05   -6.22743E-09   -3.84624E-11    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          17        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
-1.89208E-04    6.37983E-04   -2.18379E-03    3.05986E-03   -1.28300E-03   -3.59931E-10    0.00000E+00    0.00000E+00    0.00000E+00
          18        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00   -1.29481E-03    8.31674E-03   -2.01352E-02    1.31667E-02   -1.45744E-05    0.00000E+00    0.00000E+00    0.00000E+00
          19        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    1.66743E-06   -1.82123E-03    1.62512E-02   -1.40088E-02   -3.84641E-04    0.00000E+00    0.00000E+00    0.00000E+00
          20        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    4.14285E-10    4.49228E-07   -5.40141E-04    1.62532E-03   -1.05008E-03   -6.96721E-09    0.00000E+00    0.00000E+00
          21        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00   -1.48215E-12   -6.82551E-04    1.94881E-03   -1.23376E-03   -2.72338E-10    0.00000E+00
          22        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -6.99738E-04    2.53359E-03   -1.80501E-03   -5.36457E-09
          23        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -8.84145E-11   -3.22199E-03    3.77300E-03   -2.98639E-05
          24        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -5.57377E-06   -8.27491E-03    2.48955E-02


    P4 Scattering Matrix
-----------------------------------------------------------------------------------------------
    To:                1              2              3              4              5              6              7              8              9             10             11             12             13             14             15
             16             17             18             19             20             21             22             23             24
    From:  1        4.98093E-01   -4.00114E-03    5.33300E-07    2.59391E-05    1.01729E-04    5.37459E-06    2.49034E-08    7.87392E-11    2.47965E-12    1.98964E-13    6.57907E-14    5.02978E-14    1.21636E-14   -1.49823E-14   -1.81298E-14
-2.59263E-15   -1.29037E-15   -1.74391E-15   -2.24250E-15   -1.23964E-16   -2.48256E-16    0.00000E+00    0.00000E+00    0.00000E+00
           2        0.00000E+00    2.66898E-01   -3.25436E-05   -5.34135E-05   -3.68847E-05   -1.31578E-06   -4.97777E-08   -2.70164E-09   -8.77991E-11   -8.88081E-12   -3.02049E-12   -2.37964E-12   -7.99273E-13   -3.07739E-13   -6.24585E-14
-1.33534E-14   -6.57060E-15   -1.12419E-15   -6.77057E-16   -1.76452E-15   -6.55869E-16    0.00000E+00    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    4.90802E-02    7.18998E-04    2.03401E-05    2.08694E-06    2.23829E-07    2.18353E-08    4.83270E-12    4.90003E-13    1.66676E-13    1.31313E-13    4.41052E-14    1.69816E-14    3.44657E-15
 7.36867E-16    3.62577E-16    4.08770E-17    8.40958E-18    1.00539E-16    3.40642E-17    0.00000E+00    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    9.37395E-03    3.65906E-05   -3.65490E-08    4.25721E-09    1.14414E-09    3.89582E-14    3.94060E-15    1.34025E-15    1.05589E-15    3.54654E-16    1.36550E-16    2.76899E-17
 5.92520E-18    2.82247E-18    2.17925E-19    4.48334E-20    5.25198E-19    1.81604E-19    0.00000E+00    0.00000E+00    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    9.89120E-04    8.11110E-05    1.49035E-08    2.08714E-09   -2.13121E-10   -4.59751E-12    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    9.06040E-04   -1.00529E-04   -3.69108E-08   -5.31043E-09   -1.05042E-09   -2.60750E-10    2.89922E-11    3.72965E-13   -1.37617E-13    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.94253E-03   -5.27883E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.81392E-05    1.11444E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.37553E-03   -6.60455E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.07072E-03   -1.01163E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.58071E-03   -2.41792E-03    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.68095E-03    2.96893E-05    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.75505E-04    3.54920E-04    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -8.94024E-04    1.68674E-03
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          15        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -1.80493E-03
 2.56334E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          16        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          17        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          18        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          19        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          20        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          21        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          22        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          23        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          24        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00


    P5 Scattering Matrix
-----------------------------------------------------------------------------------------------
    To:                1              2              3              4              5              6              7              8              9             10             11             12             13             14             15
             16             17             18             19             20             21             22             23             24
    From:  1        4.28511E-01   -1.12425E-02    4.46706E-05    2.38853E-04    8.74784E-05    2.73480E-06   -1.71427E-07   -4.79126E-08   -1.62656E-09   -1.64557E-10   -5.59688E-11   -4.40948E-11   -1.48152E-11   -5.72456E-12   -1.17776E-12
-2.51300E-13   -1.23586E-13   -1.19606E-14   -7.97558E-16   -3.31785E-14   -1.10270E-14    0.00000E+00    0.00000E+00    0.00000E+00
           2        0.00000E+00    1.63258E-01    8.75313E-04    4.77366E-05    3.71587E-05    1.31751E-06    3.35563E-08   -1.07028E-08   -3.77244E-10   -3.81579E-11   -1.29781E-11   -1.02245E-11   -3.43421E-12   -1.32225E-12   -2.68364E-13
-5.73754E-14   -2.82317E-14   -4.78134E-15   -2.59659E-15   -7.57282E-15   -2.71053E-15    0.00000E+00    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    6.91030E-03   -3.09570E-04   -1.86582E-06    2.95856E-06   -1.79490E-07    2.52056E-08   -1.55100E-11   -1.57310E-12   -5.35103E-13   -4.21572E-13   -1.41598E-13   -5.45184E-14   -1.10650E-14
-2.36567E-15   -1.16404E-15   -1.28538E-16   -2.64440E-17   -3.16283E-16   -1.07115E-16    0.00000E+00    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    9.04458E-04   -1.27926E-04    6.73242E-08    3.22593E-10   -1.37987E-10   -1.30587E-14   -1.32089E-15   -4.49252E-16   -3.53935E-16   -1.18880E-16   -4.57715E-17   -9.28250E-18
-1.98612E-18   -9.49432E-19   -7.53152E-20   -1.54945E-20   -1.80340E-19   -6.27627E-20    0.00000E+00    0.00000E+00    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.60320E-04    2.37419E-05    7.45536E-09   -2.14162E-09    4.82104E-11    1.91470E-12    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.23235E-04   -5.22657E-05   -7.90725E-10    9.25608E-09   -4.76110E-10   -9.93694E-11   -1.90696E-11   -5.59320E-13    5.55629E-14    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.42490E-03   -1.02070E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -4.98949E-04   -7.42254E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -9.43638E-04    2.47310E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -5.14662E-05   -1.34558E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.80416E-03   -2.79774E-03    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.30240E-03   -3.13471E-04    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    8.43875E-04   -7.83438E-04    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.02850E-03   -9.00681E-04
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          15        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -1.26264E-03
 7.83364E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          16        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          17        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          18        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
